# Модель: gigachat3.1-10b-a1.8b
# Путь: D:\TEST_AI
# Среднее время ответа модели: 6.570 с
# Общее время ответов: 2772.554 с
# Минимальное время: 0.787 с
# Максимальное время: 14.811 с
# Количество обработанных файлов: 429
# Дата: 2026-03-31 16:58:55

Путь	Результат	Время_ответа_с
D:\TEST_AI\63637\4-3-09 Выписка реестра СРО\Выписка из СРО_стройка_ТОР.pdf	Документация: ИУЛ; Раздел: Реестр членов СРО; Заказчик: Ассоциация строителей саморегулируемая организация «Объединение строительных организаций «ЭкспертСтрой»; Исполнитель: ООО «Компания ТОР»; Проект: № СРО-7710941750-20260306-1601 06-03-2026; Объект: Москва, Орликов пер., д. 4, эт. 2, пом. 1, ком. 6	8.070
D:\TEST_AI\63637\4-3-11 Акты приемки работ\Акт_приёма_передачи_Ивантеевка_ТЧ.pdf	Документация: Акт приема-передачи проектно-сметной документации; Раздел: ; Заказчик: ГКУ МО «ДЗКС»; Исполнитель: ООО «Компания ТОР»; Проект: государственный контракт от 08.08.2025 №0148200005425000535; Объект: МБОУ г. Ивантеевка «Гимназия №3» (Корпус 2 - дошкольное отделение «Ручеёк»), Московская область, г. Ивантеевка, ул. Богданова, д. 1	9.189
D:\TEST_AI\63637\4-3-14-2 Иные сведения\Письмо в МОГЭ_по смете.pdf	"Документация: Заявление; Раздел: о проведении государственной экспертизы; Заказчик: МБОУ г. Ивантеевка ""Гимназия №3""; Исполнитель: ГАУ МО «Мособлгосэкспертиза»; Проект: выполнение работ по капитальному ремонту с поставкой оборудования для эксплуатации; Объект: Московская область, г. Ивантеевка, ул. Богданова, д. 1"	5.550
D:\TEST_AI\63646\3 Заявление\ЛК-МО-63646 Заявление.pdf	"Документация: Заявление; Раздел: Общие сведения; Заказчик: АО ""ГК ""ЕКС""; Исполнитель: ; Проект: ЛК-МО-63646; Объект: ;"	3.209
D:\TEST_AI\63646\4-1-02 Проект полосы отвода\Раздел ПД № 2. ППО.pdf	Документация: Проектная документация; Раздел: Проект полосы отвода; Заказчик: ООО «ХУЗЮП»; Исполнитель: ООО «Иксвижн»; Проект: Капитальный ремонт участков тепловых сетей от котельной №2 по адресу: Московская область, м.о. Чехов, ул. Чехова, стр. 20Б (в т. ч. ПИР); Объект: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б	6.346
D:\TEST_AI\63646\4-1-03 Технол. и констр. решения\Раздел ПД № 3. ТКР.pdf	Документация: Проектная документация; Раздел: Технологические и конструктивные решения линейного объекта. Искусственные сооружения; Заказчик: ЕОУР; Исполнитель: ООО «Иксвижн»; Проект: Капитальный ремонт участков тепловых сетей от котельной № 2 по адресу: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б (в т.ч. ПИР); Объект: Москва, г. Троицк, ул. Физическая, д.	6.575
D:\TEST_AI\63646\4-1-05 Проект орг. стр-ва\Раздел ПД № 5. ПОС.pdf	Документация: Проектная документация; Раздел: Проект организации строительства; Заказчик: ООО «Иксвижн»; Исполнитель: ; Проект: 126-Че-К2-ПОС; Объект: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б	4.374
D:\TEST_AI\63646\4-1-09-1 Пояс. зап. к сметн. док\Раздел ПД № 9. СМ.pdf	Документация: Проектная документация; Раздел: Сметная документация; Заказчик: Общество с ограниченной ответственностью «ХУ опт»; Исполнитель: ООО «Иксвижн»; Проект: 0148200005425000506-СМ; Объект: Капитальный ремонт участков тепловых сетей от котельной № 2 в по адресу: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б (в т.ч. ПИР)	6.989
D:\TEST_AI\63646\4-1-09-6-5 Отдельные виды затрат\ЛСР_07 КРТС Чехов_кот 2.pdf	ОШИБКА: Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 5906>= n_ctx: 4096). Try to load the model with a larger context length, or provide a shorter input.'}	N/A
D:\TEST_AI\63646\4-1-09-6-5 Отдельные виды затрат\ПИР _Чехов_кот.2.pdf	Документация: Сводная смета; Раздел: сметная документация на проектные работы и инженерные изыскания; Заказчик: Управление ЖКХ администрации М. О. Чехов; Исполнитель: ; Проект: ; Объект: Капитальный ремонт участков тепловых сетей от котельной № 2 в по адресу: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б (в т.ч. ПИР)	5.493
D:\TEST_AI\63646\4-2-1-1 Инж- геодезические\ТО ИГДИ 101131025 Чехов Котельная 2 Иксвижн.pdf	Документация: Технический отчёт; Раздел: результаты инженерно-геодезических изысканий для подготовки проектной документации; Заказчик: ; Исполнитель: ООО «МОСЭКОПРОЕКТ»; Проект: 0148200005425000506-ИГДИиИ; Объект: капитальный ремонт участков тепловых сетей от котельной № 2 по адресу: Московская область, м. о. Чехов, ул. Чехова, стр. 206	6.878
D:\TEST_AI\63646\4-2-1-5 Инж-геотехнические\126-Че-К2-ТО.pdf	Документация: Технический отчет; Раздел: Отчет по результатам обследования технического состояния инженерных сооружений; Заказчик: 000 «ЭВЕРЕСТ»; Исполнитель: ; Проект: 126-Че-К2-ТО; Объект: Капитальный ремонт участков тепловых сетей от котельной № 26 по адресу: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б (8 т.ч. ПИР)	6.068
D:\TEST_AI\63646\4-3-02 Задание на выполн. ИИ\15_ТЗ ИГДИ.pdf	Документация: Техническое задание; Раздел: техническое задание на изыскания; Заказчик: не указано; Исполнитель: не указано; Проект: Договор 101131025 от 13.10.2025 г.; Объект: «Капитальный ремонт участков тепловых сетей от котельной № 2 по адресу: Московская область, м.о. Чехов, ул. Чехова, стр. 206»	5.894
D:\TEST_AI\63646\4-3-02 Задание на выполн. ИИ\25_ТЗ ТО.pdf	Документация: Техническое задание на обследование инженерных сетей; Раздел: ; Заказчик: ООО «Иксвижн»; Исполнитель: ; Проект: ; Объект: Московская область, м.о. Чехов, ул. Чехова, стр. 20Б	3.975
D:\TEST_AI\63646\4-3-03 Программа ИИ\16_ПР ИГДИ.pdf	Документация: Программа; Раздел: инженерно-геодезические изыскания; Заказчик: ; Исполнитель: ООО «МОСЭКОПРОЕКТ»; Проект: Договор № 101131025 от 13.10.2025г.; Объект: Капитальный ремонт участков тепловых сетей от котельной № 2 по адресу: Московская область, м. о. Чехов, ул. Чехова, стр. 205	6.075
D:\TEST_AI\63646\4-3-03 Программа ИИ\26_ПР ТО.pdf	Документация: Проектная документация; Раздел: Обследование технического состояния инженерных сооружений; Заказчик: ООО «Эверест»; Исполнитель: Кармышева Е. М.; Проект: Капитальный ремонт участков тепловых сетей от котельной № 2В по адресу: Московская область, м.о. Чехов, ул. Чехова, стр. 20Б (в т. ч. ПИР); Объект: Московская область, м..о. Чехов, ул. Чехова, стр. 20Б	6.866
D:\TEST_AI\63646\4-3-08 Полномочия заявителя\Доверенность.pdf	Документ: Доверенность; ФИО: Попов Александр Викторович; Дата: 05.12.2025	3.468
D:\TEST_AI\63646\4-3-09 Выписка реестра СРО\3_Выписка СРО проектирование XV 11.03.26.pdf	Документация: Справка СРО; Раздел: сведения о члене саморегулируемой организации; Заказчик: Ассоциация проектировщиков саморегулируемая организация «Объединение проектных организаций «ЭнспертПроект» (СРО-П-182-02042013)»; Исполнитель: Общество с ограниченной ответственностью «Иксвижн»; Проект: ; Объект:	6.313
D:\TEST_AI\63646\4-3-09 Выписка реестра СРО\5_СРО ИИ Мосэкопроект 03.03.26.pdf	"Документация: Справка СРО; Раздел: сведения о члене саморегулируемой организации; Заказчик: Ассоциация Саморегулируемая организация ""Межрегионизыскания""; Исполнитель: Общество с ограниченной ответственностью ""Мосэкопроект""; Проект: ; Объект: ;"	5.024
D:\TEST_AI\63646\4-3-09 Выписка реестра СРО\Выписка СРО ПР ГК ЕКС 16.02.26.pdf	"Документация: Выписка из реестра; Раздел: Сведения о члене СРО; Заказчик: Акционерное общество ""Группа компаний ""ЕКС""; Исполнитель: Ассоциация Саморегулируемая организация «Национальное объединение научно- исследовательских и проектно-изыскательских организаций»; Проект: ; Объект: не указан"	5.336
D:\TEST_AI\63646\4-3-09 Выписка реестра СРО\НОПРИЗ Попов.pdf	Документация: Заявление; Раздел: о включении сведений в Национальный реестр специалистов; Заказчик: НЕГОСУДАРСТВЕННАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ - ОБЩЕРОССИЙСКОЕ МЕЖОТРАСЛЕВОЕ ОБЪЕДИНЕНИЕ «НАЦИОНАЛЬНОЕ ОБЪЕДИНЕНИЕ САМОРЕГУЛИРУЕМЫХ ОРГАНИЗАЦИЙ, ОСНОВАННЫХ НА ЧЛЕНСТВЕ ЛИЦ, ВЫПОЛНЯЮЩИХ ИНЖЕНЕРНЫЕ ИЗЫСКАНИЯ, И САМОРЕГУЛИРУЕМЫХ ОРГАНИЗАЦИЙ, ОСНОВАННЫХ НА ЧЛЕНСТВЕ ЛИЦ, ОСУЩЕСТВЛЯЮЩИХ ПОДГОТОВКУ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ»; Исполнитель: Попов Дмитрий Викторович; Проект: ; Объект: Национальный реестр специалистов.	14.811
D:\TEST_AI\63646\4-3-09 Выписка реестра СРО\НОПРИЗ Стригунков А.А. от 05.03.2026.pdf	"Документация: Уведомление; Раздел: Национальный реестр специалистов; Заказчик: «Национальное объединение изыскателей и проектировщиков ""НОПРИЗ""»; Исполнитель: Стригунков Александр Александрович; Проект: не указан; Объект: не указан"	4.398
D:\TEST_AI\63646\4-3-09 Выписка реестра СРО\СРО_Эверест 03.03.26.pdf	"Документация: Справка СРО; Раздел: Сведения о члене саморегулируемой организации; Заказчик: Ассоциация «Национальный альянс проектировщиков «ГлавПроект»; Исполнитель: ООО ""Эверест""; Проект: ; Объект: Москва, Дмитровское шоссе, дом 100, строение 2, офис 4541А1"	5.959
D:\TEST_AI\63646\4-3-11 Акты приемки работ\19_Письмо о согласовании ПД.pdf	Документация: Проектная документация; Раздел: Сметная документация; Заказчик: Администрация муниципального округа Чехов; Исполнитель: АО «ГК «ЕКС»; Проект: 0148200005425000499; Объект: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б	5.942
D:\TEST_AI\63646\4-3-11 Акты приемки работ\21_Акт приема-передачи ПД.pdf	Документация: Акт приема-передачи; Раздел: ; Заказчик: Управление жилищно-коммунального хозяйства администрации муниципального округа Чехов; Исполнитель: Акционерное общество «Группа компаний «ЕКС»; Проект: муниципальный контракт от 12.08.2025 № 0148200005425000506; Объект: капитальный ремонт участков тепловых сетей от котельной № 2 в по адресу: Московская область, м.о. Чехов, ул. Чехова, стр. 20Б (в т.ч. ПИР)	8.788
D:\TEST_AI\63646\4-3-14-2 Иные сведения\6_Акт обследования_котельная № 2.pdf	Документация: Акт; Раздел: технический осмотр объекта; Заказчик: Администрация; Исполнитель: МП «ЖКХ Чеховского района»; Проект: капитальный ремонт участков тепловых сетей от котельной № 2В по адресу...; Объект: Московская область, м.о. Чехов, ул. Чехова, стр. 206	4.909
D:\TEST_AI\63646\4-3-14-2 Иные сведения\Умный_контракт_выполнение_работ_одновременно_по_проектированию,.pdf	"Документация: Муниципальный контракт; Раздел: предмет контракта; Заказчик: Управление жилищнокоммунального хозяйства Администрации муниципального округа Чехов; Исполнитель: Акционерное общество ""Группа компаний ""ЕКС""; Проект: № 0148200005425000506; Объект: капитальный ремонт участков тепловых сетей от котельной № 2 по адресу: Московская область, м. о. Чехов, ул. Чехова, стр. 20Б"	7.885
D:\TEST_AI\63661\3 Заявление\ЛК-МО-63661 Заявление.pdf	"Документация: Заявление; Раздел: Общие сведения; Заказчик: ООО ""ЦСП""; Исполнитель: нет данных; Проект: ЛК-МО-63661; Объект: нет данных"	3.418
D:\TEST_AI\63661\4-1-09-1 Пояс. зап. к сметн. док\ПЗ к смете.pdf	Документация: Проектная документация; Раздел: Пояснительная записка к сметной документации; Заказчик: ; Исполнитель: ; Проект: ; Объект: аварийно-восстановительные работы на объекте водоснабжения г.о. Воскресенск, г. Лопатинский (капитальный ремонт)	3.907
D:\TEST_AI\63661\4-1-09-5 Иные документы\Акт 1-1.pdf	Документация: Акт; Раздел: осмотр объекта ремонта; Заказчик: МКУ г.о. ВОСКРЕСЕНСК МО «УКС»; Исполнитель: ГУП МО «Белозерское ЖКХ», ООО «А-Групп», МКУ го. ВОСКРЕСЕНСК МО «УКС» (Маврина А.Е.); Проект: ; Объект: Московская обл., городской округ Воскресенск, Лопатинский р-н, ул. Центральная	7.247
D:\TEST_AI\63661\4-1-09-5 Иные документы\Акт 2-1.pdf	Документация: Акт; Раздел: осмотр объекта ремонта; Заказчик: МКУ го. ВОСКРЕСЕНСК МО «УКС»; Исполнитель: ГУП МО «Белозерское ЖКХ», ООО «А-Групп», МКУ го. ВОСКРЕСЕНСК МО «УКС»; Проект: ; Объект: г. Воскресенск, Лопатинский р-н, ул. Комсомольская	5.663
D:\TEST_AI\63661\4-1-09-5 Иные документы\Акт 3-1.pdf	Документация: Акт; Раздел: осмотр объекта ремонта; Заказчик: МКУ го. ВОСКРЕСЕНСК МО «УКС»; Исполнитель: ГУП МО «Белозерское ЖКХ», ООО «А-Групп», МКУ го. ВОСКРЕСЕНСК МО «УКС»; Проект: аварийный ремонт, отдельные конструктивные элементы; Объект: Московская обл., городской округ Воскресенск, Лопатинский р-н, ул. Промплощадка, 76	6.571
D:\TEST_AI\63661\4-1-09-5 Иные документы\Акт 4-1.pdf	Документация: Акт осмотра; Раздел: осмотр объекта аварийного ремонта; Заказчик: МКУ г. ВОСКРЕСЕНСК МО «УКС»; Исполнитель: ГУП МО «Белозерское ЖКХ», ООО «А-Групп», инженер по строительному контролю МКУ г. ВОСКРЕСЕНСК МО «УКС»; Проект: ; Объект: Московская обл., городской округ Воскресенск, Лопатинский р-н, ул. Промплощадка	6.241
D:\TEST_AI\63661\4-1-09-5 Иные документы\Акт 5-1.pdf	Документация: Акт; Раздел: осмотр объекта аварийного ремонта; Заказчик: МКУ го. ВОСКРЕСЕНСК МО «УКС»; Исполнитель: ГУП МО «Белозерское ЖКХ», ООО «А-Групп», МКУ го. ВОСКРЕСЕНСК МО «УКС» (Лысов А.А., Маврина А.Е.); Проект: ; Объект: Московская обл., городской округ Воскресенск, Лопатинский р-н, ул. Промплощадка 76	7.005
D:\TEST_AI\63661\4-1-09-5 Иные документы\Акт 6-1.pdf	Документация: Акт; Раздел: осмотр объекта ремонта; Заказчик: ГУП МО «Белозерское ЖКХ»; Исполнитель: ООО «А-Групп», МКУ го. ВОСКРЕСЕНСК МО «УКС»; Проект: ; Объект: г. Воскресенск, Лопатинский р-н, ул. Промплощадка 76	5.271
D:\TEST_AI\63661\4-1-09-5 Иные документы\Акт 7-1.pdf	Документация: Акт; Раздел: осмотр объекта ремонта; Заказчик: МКУ го. ВОСКРЕСЕНСК МО «УКС»; Исполнитель: ГУП МО «Белозерское ЖКХ», ООО «А-Групп», МКУ го. ВОСКРЕСЕНСК МО «УКС» (Лысов А.А., Маврина А.Е., Поздняков А.В.); Проект: ; Объект: Московская обл., городской округ Воскресенск, Лопатинский р-н, ул. Промплощадка 76	7.622
D:\TEST_AI\63661\4-1-09-5 Иные документы\Схема Комсомольская.pdf	Документация: Проектная документация; Раздел: Ведомость работ (аварийно-восстановительные); Заказчик: ; Исполнитель: ; Проект: ; Объект: Аварийно-восстановительные работы на объекте водоснабжения, г. Воскресенск, Никрорайон Лопатинский	5.166
D:\TEST_AI\63661\4-1-09-5 Иные документы\Схема Центральная.pdf	"Документация: ИУЛ; Раздел: Объект водоснабжения г. Воскресенск, мкр. Лопатинский; Заказчик: ; Исполнитель: 000 ""А-Групп""; Проект: ; Объект: Аварийно-восстановительные работы водопровода кольцо Лопатинский"	6.418
D:\TEST_AI\63661\4-1-09-6-2 Сводный расчет\ССР АВР Лопатинск.pdf	Документация: Сводный сметный расчёт стоимости строительства; Раздел: Наружные сети и сооружения водоснабжения, водоотведения, теплоснабжения и газоснабжения; Заказчик: (наименование организации); Исполнитель: ; Проект: ; Объект: Аварийно-восстановительные работы на объекте водоснабжения г. о. Воскресенск (_микрорайон Лопатинский).	6.156
D:\TEST_AI\63661\4-3-08 Полномочия заявителя\Доверенность №8 от 19.02.26.pdf	Документ: Доверенность; ФИО: на кого выдана: Общество с ограниченной ответственностью «Центр сопровождения проектов»; Дата: 19.02.2026	3.129
D:\TEST_AI\63661\4-3-08 Полномочия заявителя\Лопатинский доверенность.pdf	Документ: Доверенность; ФИО: Берняков Игорь Николаевич; Дата: 19.02.2026	2.237
D:\TEST_AI\63661\4-3-09 Выписка реестра СРО\Выписка СРО АПЦ от 12.03.26.pdf	Документация: Выписка из реестра; Раздел: сведения о члене СРО; Заказчик: Общество с ограниченной ответственностью «Центр сопровождения проектов»; Исполнитель: Ассоциация «административный Центр» (СРО-П-119); Проект: нет данных; Объект: нет данных	5.270
D:\TEST_AI\63661\4-3-11 Акты приемки работ\АКТ ПДиРИ Лопатинский.pdf	Документация: Акт приема-передачи; Раздел: откорректированная проектно-сметная документация; Заказчик: МКУ ГО ВОСКРЕСЕНСК МО «УКС»; Исполнитель: ООО «А-ГРУПП»; Проект: №084183-25 от 27.05.2025; Объект: аварийно-восстановительные работы на объекте водоснабжения г. о. Воскресенск, г. Лопатинский (капитальный ремонт)	7.060
D:\TEST_AI\63661\4-3-14-2 Иные сведения\Письмо ГРБС Лопатинский.pdf	Документация: Письмо; Раздел: запрос документов для экспертизы; Заказчик: Муниципальное казенное учреждение городского округа Воскресенск Московской области «Управление капитального строительства»; Исполнитель: Общество с ограниченной ответственностью «А-Групп»; Проект: № 084183-25 «Аварийно-восстановительные работы на объекте водоснабжения г. о. Воскресенск, г. Воскресенск, микрорайон Лопатинский (капитальный ремонт)»; Объект: аварийно-восстановительные работы на объекте водоснабжения г. о. Воскресенск, г. Воскресенск, микрорайон Лопатинский	9.226
D:\TEST_AI\63695\3 Заявление\ЛК-МО-63695 Заявление.pdf	"Документация: Заявление; Раздел: Общие сведения; Заказчик: ООО ""АГРОСТРОЙАЛЬЯНС""; Исполнитель: ; Проект: ЛК-МО-63695; Объект: Государственная экспертиза проектной документации"	3.664
D:\TEST_AI\63695\4-1-03 Архитектурные решения\Раздел ПД N 3 - АР .pdf	Документация: Проектная документация; Раздел: Объёмно-планировочные и архитектурные решения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: ; Объект: МБОУ Малово-Вяземская СОШ (Детский сад № 34), Московская область, Одинцовский р-н, р.п. Большие Вяземы, Городок-11, д. 10-А	6.380
D:\TEST_AI\63695\4-1-03 Архитектурные решения\Раздел ПД N 3 - АР.pdf	Документация: Проектная документация; Раздел: Объемно-планировочные и архитектурные решения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-АР; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	9.654
D:\TEST_AI\63695\4-1-04 Конструктивные реш-я\Раздел ПД N 4 - КР.pdf	Документация: Проектная документация; Раздел: Конструктивные решения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-КР; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	9.439
D:\TEST_AI\63695\4-1-05-1 Система электроснабж\Раздел ПД N 5 Подраздел ПД N 1 - ЭОМ (2).pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-ИОС1-30М; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	10.128
D:\TEST_AI\63695\4-1-05-1 Система электроснабж\Раздел ПД N 5 Подраздел ПД N 1 - ЭОМ.pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно-технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 8-02.07.2025-ИОС1-Э0М; Объект: МБОУ Малово-Вяземская СОШ (Детский сад № 34), Московская область, Одинцовский р-н, р.п. Большие Вяземы, Городок-17, д. 10-А	8.069
D:\TEST_AI\63695\4-1-05-2 Система водоснабжения\Раздел ПД N 5 Подраздел ПД N 2 - ВС (2).pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно-технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-ИОС2-ВС; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	10.933
D:\TEST_AI\63695\4-1-05-2 Система водоснабжения\Раздел ПД N 5 Подраздел ПД N 2 - ВС.pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 8-02.07.2025-ИОС2-ВС; Объект: МБОУ Малово-Вяземская СОШ (Детский сад № 34), Московская область, Одинцовский р-н, р.п. Большие Вяземы, Городок-17, д. 10-А	7.841
D:\TEST_AI\63695\4-1-05-3 Система водоотведения\Раздел ПД N 5 Подраздел ПД N 3 - ВО (2).pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно-technical обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-ИОСЗ-ВО; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	10.205
D:\TEST_AI\63695\4-1-05-3 Система водоотведения\Раздел ПД N 5 Подраздел ПД N 3 - ВО.pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно-технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 8-02.07.2025-ИОСЗ-ВО; Объект: МБОУ Малово-Вязёмская СОШ (Детский сад № 34), Московская область, Одинцовский р-н, р.п. Большие Вяземы, Городок-11, д. 10-А	8.206
D:\TEST_AI\63695\4-1-05-4 Отопл. конд. возд. тепл\Раздел ПД N 5 Подраздел ПД N 4 - ОВ (2).pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-ИОС4-ОВ; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	10.771
D:\TEST_AI\63695\4-1-05-4 Отопл. конд. возд. тепл\Раздел ПД N 5 Подраздел ПД N 4 - ОВ.pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 8-02.07.2025-ИОС4-ОВ; Объект: МБОУ Малово-Вяземская СОШ (Детский сад № 34), Московская область, Одинцовский р-н, р.п. Большие Вяземы, Городок-11, д. 10-А	8.170
D:\TEST_AI\63695\4-1-05-5 Сети связи\Раздел ПД N 5 Подраздел ПД N 5 Часть 1 - СОТ (2).pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно-технического обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-ИОС5.1-СОТ; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	11.036
D:\TEST_AI\63695\4-1-05-5 Сети связи\Раздел ПД N 5 Подраздел ПД N 5 Часть 1 - СОТ.pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Подраздел: Сети связи; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Объект: МБОУ Малово-Вязёмская СОШ (Детский сад № 34), Московская область, Одинцовский р-н, р.п. Большие Вяземы, Городок-11, д. 10-А	7.238
D:\TEST_AI\63695\4-1-05-5 Сети связи\Раздел ПД N 5 Подраздел ПД N 5 Часть 2 - СС (2).pdf	Документация: Проектная документация; Раздел: Сведения об инженерном оборудовании, о сетях и системах инженерно-technical обеспечения; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства»; Исполнитель: ООО «СаранскПрофПроект»; Проект: 09-07.07.25-ИОС5.2-СС; Объект: МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ДЕТСКОГО ТВОРЧЕСТВА МОСКОВСКАЯ ОБЛАСТЬ, Г. О. ПОДОЛЬСК, Г. ПОДОЛЬСК, МКР. КЛИМОВСК, УЛ. ШКОЛЬНАЯ, Д. 10, КОРП. 1	10.909
